time,temperature_2m_max,precipitation_sum,windspeed_10m_max,city
2024-11-03,20.4,0.0,34.5,Tokyo
2024-11-04,22.2,0.0,28.3,Tokyo
2024-11-05,19.3,0.0,22.0,Tokyo
2024-11-06,14.8,1.6,23.6,Tokyo
2024-11-07,15.0,0.0,40.7,Tokyo
2024-11-08,14.6,0.0,31.6,Tokyo
2024-11-09,16.1,0.0,16.5,Tokyo
2024-11-10,17.1,0.0,19.4,Tokyo
2024-11-11,21.3,6.3,19.4,Tokyo
2024-11-12,19.9,0.0,17.9,Tokyo
2024-11-13,18.9,0.0,16.5,Tokyo
2024-11-14,18.1,0.4,8.6,Tokyo
2024-11-15,18.6,8.2,9.4,Tokyo
2024-11-16,18.7,0.3,10.9,Tokyo
2024-11-17,22.2,0.6,11.3,Tokyo
2024-11-18,17.3,2.6,19.8,Tokyo
2024-11-19,11.1,0.0,20.3,Tokyo
2024-11-20,7.7,2.4,10.7,Tokyo
2024-11-21,12.8,7.1,12.1,Tokyo
2024-11-22,16.6,0.0,17.0,Tokyo
2024-11-23,14.4,0.0,19.5,Tokyo
2024-11-24,13.3,0.0,11.0,Tokyo
2024-11-25,12.3,0.0,9.5,Tokyo
2024-11-26,13.5,5.7,9.0,Tokyo
2024-11-27,18.5,39.2,14.2,Tokyo
2024-11-28,15.7,0.0,7.8,Tokyo
2024-11-29,13.8,0.0,10.8,Tokyo
2024-11-30,14.5,0.0,10.9,Tokyo
2024-12-01,15.0,0.0,10.2,Tokyo
2024-12-02,15.2,0.0,9.3,Tokyo
2024-12-03,15.1,0.0,9.1,Tokyo
2024-12-04,15.5,0.0,10.6,Tokyo
2024-12-05,14.3,1.2,10.0,Tokyo
2024-12-06,14.7,0.0,11.0,Tokyo
2024-12-07,10.3,1.7,11.1,Tokyo
2024-12-08,11.2,0.0,19.4,Tokyo
2024-12-09,10.8,0.0,11.2,Tokyo
2024-12-10,12.4,0.0,11.8,Tokyo
2024-12-11,11.8,0.0,17.1,Tokyo
2024-12-12,9.2,0.0,16.8,Tokyo
2024-12-13,8.2,0.0,10.2,Tokyo
2024-12-14,10.4,0.0,18.3,Tokyo
2024-12-15,9.8,0.0,7.9,Tokyo
2024-12-16,11.1,0.0,9.4,Tokyo
2024-12-17,11.8,0.0,8.7,Tokyo
2024-12-18,11.1,0.2,12.0,Tokyo
2024-12-19,7.5,2.8,18.7,Tokyo
2024-12-20,9.9,0.0,10.7,Tokyo
2024-12-21,14.2,0.0,18.9,Tokyo
2024-12-22,9.9,0.0,24.1,Tokyo
2024-12-23,10.0,0.0,17.1,Tokyo
2024-12-24,10.6,0.0,12.8,Tokyo
2024-12-25,10.0,0.0,12.0,Tokyo
2024-12-26,13.2,0.0,11.6,Tokyo
2024-12-27,9.8,0.0,12.8,Tokyo
2024-12-28,9.4,0.0,12.1,Tokyo
2024-12-29,10.9,0.0,18.0,Tokyo
2024-12-30,9.4,0.0,12.8,Tokyo
2024-12-31,12.7,0.0,20.9,Tokyo
2025-01-01,11.0,0.0,16.0,Tokyo
2025-01-02,12.9,0.0,10.8,Tokyo
2025-01-03,6.1,2.2,11.6,Tokyo
2025-01-04,8.1,0.0,10.9,Tokyo
2025-01-05,8.5,0.0,10.4,Tokyo
2025-01-06,8.3,26.6,16.2,Tokyo
2025-01-07,11.1,0.0,13.7,Tokyo
2025-01-08,9.4,0.0,14.2,Tokyo
2025-01-09,10.5,0.0,14.7,Tokyo
2025-01-10,7.5,0.0,16.6,Tokyo
2025-01-11,9.3,0.0,8.7,Tokyo
2025-01-12,5.8,0.0,8.4,Tokyo
2025-01-13,10.9,0.0,22.0,Tokyo
2025-01-14,10.5,0.0,7.3,Tokyo
2025-01-15,12.0,0.1,20.0,Tokyo
2025-01-16,6.1,0.0,13.9,Tokyo
2025-01-17,6.5,0.0,19.9,Tokyo
2025-01-18,7.9,0.0,16.0,Tokyo
2025-01-19,8.0,0.4,9.3,Tokyo
2025-01-20,13.0,0.2,11.3,Tokyo
2025-01-21,11.7,0.2,9.2,Tokyo
2025-01-22,12.2,0.0,13.0,Tokyo
2025-01-23,11.9,0.0,8.9,Tokyo
2025-01-24,13.0,2.7,10.9,Tokyo
2025-01-25,6.3,1.2,11.9,Tokyo
2025-01-26,10.4,0.0,20.9,Tokyo
2025-01-27,8.7,0.0,9.5,Tokyo
2025-01-28,11.6,0.0,11.1,Tokyo
2025-01-29,12.3,0.0,12.6,Tokyo
2025-01-30,11.1,0.0,21.8,Tokyo
2025-01-31,12.6,0.0,15.7,Tokyo
2025-02-01,11.3,0.1,9.4,Tokyo
2025-02-02,7.2,9.4,13.6,Tokyo
2025-02-03,8.7,0.0,8.5,Tokyo
2025-02-04,9.0,0.1,12.8,Tokyo
2025-02-05,7.7,0.3,20.9,Tokyo
2025-02-06,8.3,0.0,11.7,Tokyo
2025-02-07,7.4,0.0,18.1,Tokyo
2025-02-08,7.7,0.0,22.5,Tokyo
2025-02-09,9.9,0.0,21.0,Tokyo
2025-02-10,9.8,0.0,10.5,Tokyo
2025-02-11,9.0,0.0,22.5,Tokyo
